,Time
cell_5185,0.031725522
cell_5186,0.025058286000000003
cell_5187,0.008127861
cell_5188,0.009010304
cell_5189,0.01925106
cell_5190,0.02313636
cell_5191,0.032096926
cell_5192,0.13762876
cell_5193,0.1486556
cell_5194,0.12299637
cell_5195,0.14160678
cell_5196,0.1293424
cell_5197,0.14990261
cell_5198,0.14962594
cell_5199,0.1567245
cell_5200,0.16760643
cell_5201,0.17392420000000003
cell_5202,0.025817918
cell_5203,0.021670075
cell_5204,0.013918287
cell_5205,0.01700969
cell_5206,0.027316727000000002
cell_5207,0.04302059
cell_5208,0.04939869
cell_5209,0.059578106
cell_5210,0.063735664
cell_5211,0.06782505
cell_5212,0.03748163
cell_5213,0.024802632999999998
cell_5214,0.013797661000000001
cell_5215,0.01150883
cell_5216,0.026597625
cell_5217,0.046711206
cell_5218,0.07494609
cell_5219,0.09334630000000001
cell_5220,0.110267654
cell_5221,0.12439081
cell_5222,0.045405917000000004
cell_5223,0.04633161
cell_5224,0.03752391
cell_5225,0.031760328
cell_5226,0.032747798
cell_5227,0.0236775
cell_5228,0.03936534
cell_5229,0.0480812
cell_5230,0.058082424
cell_5231,0.05723245
cell_5232,0.14798012
cell_5233,0.14662693
cell_5234,0.1518922
cell_5235,0.15153034
cell_5236,0.14088242
cell_5237,0.14248993
cell_5238,0.1389457
cell_5239,0.14196370000000003
cell_5240,0.14876045
cell_5241,0.14678824
cell_5242,0.049439114000000006
cell_5243,0.038576327
cell_5244,0.035863087
cell_5245,0.041259613
cell_5246,0.05153954
cell_5247,0.058248535
cell_5248,0.061885472000000004
cell_5249,0.0637721
cell_5250,0.06859764
cell_5251,0.06903778
cell_5252,0.16754812
cell_5253,0.16352195
cell_5254,0.15958202
cell_5255,0.15832829999999998
cell_5256,0.14777902
cell_5257,0.13662262
cell_5258,0.1394629
cell_5259,0.13465221
cell_5260,0.12201064
cell_5261,0.12470999999999999
cell_5262,0.11571987
cell_5263,0.15136586
cell_5264,0.15263985
cell_5265,0.13908353
cell_5266,0.13075818
cell_5267,0.12776451
cell_5268,0.115814276
cell_5269,0.10422995
cell_5270,0.10243481
cell_5271,0.09988916
cell_5272,0.098924465
cell_5273,0.14738597
cell_5274,0.14771664
cell_5275,0.1446655
cell_5276,0.12989353
cell_5277,0.11036904
cell_5278,0.07485796
cell_5279,0.05639492
cell_5280,0.048925005
cell_5281,0.014034231000000001
cell_5282,0.012076171
cell_5283,0.07257492
cell_5284,0.07648783
cell_5285,0.0829878
cell_5286,0.09084448
cell_5287,0.099577725
cell_5288,0.103328675
cell_5289,0.11613157
cell_5290,0.12775886
cell_5291,0.12016851
cell_5292,0.13668436
cell_5293,0.13148177
cell_5294,0.13341531
cell_5295,0.12253642
cell_5296,0.11989082
cell_5297,0.08894851
cell_5298,0.08934401
cell_5299,0.07424501
cell_5300,0.06697687
cell_5301,0.05508158
cell_5302,0.049383607
cell_5303,0.031783734
cell_5304,0.005732116999999999
cell_5305,0.027231434
cell_5306,0.031272925
cell_5307,0.043868
cell_5308,0.054708797
cell_5309,0.060439125
cell_5310,0.06661022
cell_5311,0.069239646
cell_5312,0.075828135
cell_5313,0.09183007
cell_5314,0.09576003
cell_5315,0.0902315
cell_5316,0.0844542
cell_5317,0.07808288
cell_5318,0.081672855
cell_5319,0.08039503
cell_5320,0.08420005400000001
cell_5321,0.08942437
cell_5322,0.0856058
cell_5323,0.17577821
cell_5324,0.17174028
cell_5325,0.15931883
cell_5326,0.14948077
cell_5327,0.1406903
cell_5328,0.13556583
cell_5329,0.12432958
cell_5330,0.11495144
cell_5331,0.12304529
cell_5332,0.11529369999999999
cell_5333,0.07151832
cell_5334,0.06065867
cell_5335,0.057965335
cell_5336,0.047534954000000004
cell_5337,0.046113532
cell_5338,0.048579816
cell_5339,0.04745492
cell_5340,0.06785477
cell_5341,0.06623647
cell_5342,0.058350142
cell_5343,0.12475585
cell_5344,0.13586898
cell_5345,0.12543575
cell_5346,0.12704849
cell_5347,0.120963246
cell_5348,0.11970524
cell_5349,0.11052108599999999
cell_5350,0.10286991
cell_5351,0.10075244
cell_5352,0.10103009
cell_5353,0.1247802
cell_5354,0.12354421
cell_5355,0.11692011
cell_5356,0.13316935
cell_5357,0.12226201
cell_5358,0.10349589999999999
cell_5359,0.08897374599999999
cell_5360,0.09521255
cell_5361,0.08651099
cell_5362,0.08567825
cell_5363,0.09432906
cell_5364,0.1123897
cell_5365,0.11562369
cell_5366,0.11639207
cell_5367,0.10530931
cell_5368,0.110916205
cell_5369,0.10942197599999999
cell_5370,0.103442214
cell_5371,0.10857068
cell_5372,0.109034315
cell_5373,0.10876586
cell_5374,0.082680255
cell_5375,0.089432016
cell_5376,0.08175807
cell_5377,0.07826352
cell_5378,0.09459998
cell_5379,0.09503139
cell_5380,0.09319498400000001
cell_5381,0.11059903
cell_5382,0.10908723
cell_5383,0.10523661
cell_5384,0.1296562
cell_5385,0.12185178
cell_5386,0.09782091
cell_5387,0.094761245
cell_5388,0.09113353
cell_5389,0.07705153
cell_5390,0.0731887
cell_5391,0.058843646
cell_5392,0.056614199999999996
cell_5393,0.05241777
cell_5394,0.11614995
cell_5395,0.1313714
cell_5396,0.1395782
cell_5397,0.13258968
cell_5398,0.15552653
cell_5399,0.15832782
cell_5400,0.16771479
cell_5401,0.16256374
cell_5402,0.16314864
cell_5403,0.15894072
cell_5404,0.012936146
cell_5405,0.016625727
cell_5406,0.028761433
cell_5407,0.03051559
cell_5408,0.034163907
cell_5409,0.040815018
cell_5410,0.04472509
cell_5411,0.04404682
cell_5412,0.04520879
cell_5413,0.043772303
cell_5414,0.14147179999999998
cell_5415,0.13197993
cell_5416,0.105053864
cell_5417,0.08418844
cell_5418,0.07643476
cell_5419,0.056762144
cell_5420,0.02434403
cell_5421,0.022721235
cell_5422,0.035640586
cell_5423,0.030393813
cell_5424,0.07091838
cell_5425,0.07162606
cell_5426,0.074274436
cell_5427,0.07549283
cell_5428,0.082805164
cell_5429,0.085141025
cell_5430,0.088220835
cell_5431,0.08854333
cell_5432,0.10805905
cell_5433,0.11626099999999999
cell_5434,0.034948892999999995
cell_5435,0.01798583
cell_5436,0.020921186
cell_5437,0.025180476
cell_5438,0.022461707
cell_5439,0.023368241
cell_5440,0.024669081000000002
cell_5441,0.023963869
cell_5442,0.0237538
cell_5443,0.020231267
cell_5444,0.072494
cell_5445,0.074498095
cell_5446,0.06891516
cell_5447,0.06739048
cell_5448,0.06599044
cell_5449,0.06724110000000001
cell_5450,0.0683717
cell_5451,0.057425022
cell_5452,0.055876456
cell_5453,0.0508647
cell_5454,0.108431414
cell_5455,0.11128248
cell_5456,0.10500862400000001
cell_5457,0.10552112
cell_5458,0.09801269
cell_5459,0.09587497
cell_5460,0.09003235
cell_5461,0.07821146400000001
cell_5462,0.072548814
cell_5463,0.06557442
cell_5464,0.059192672
cell_5465,0.15041842
cell_5466,0.1472848
cell_5467,0.15328664
cell_5468,0.15215246
cell_5469,0.16076870000000001
cell_5470,0.15942764
cell_5471,0.14947172
cell_5472,0.14797223
cell_5473,0.13920385
cell_5474,0.13984673
cell_5475,0.043976013
cell_5476,0.050675782999999995
cell_5477,0.039186347
cell_5478,0.04450426
cell_5479,0.03814811
cell_5480,0.029502677
cell_5481,0.036398098
cell_5482,0.030692708
cell_5483,0.03548017
cell_5484,0.0333429
cell_5485,0.09246151
cell_5486,0.09600816
cell_5487,0.09856284400000001
cell_5488,0.09624494
cell_5489,0.09634374
cell_5490,0.089381225
cell_5491,0.0803566
cell_5492,0.08652959
cell_5493,0.077820025
cell_5494,0.07449205
cell_5495,0.09193669
cell_5496,0.09008891
cell_5497,0.08356162
cell_5498,0.08367188
cell_5499,0.08339384
cell_5500,0.08312716
cell_5501,0.07656313
cell_5502,0.069782816
cell_5503,0.06625269
cell_5504,0.06008833
cell_5505,0.031182047
cell_5506,0.04574745
cell_5507,0.05400915
cell_5508,0.07141394
cell_5509,0.07910649
cell_5510,0.086331695
cell_5511,0.08836369
cell_5512,0.10069967
cell_5513,0.098007545
cell_5514,0.10142794
cell_5515,0.014987431
cell_5516,0.024678508
cell_5517,0.051251599999999994
cell_5518,0.06782201
cell_5519,0.08563197
cell_5520,0.10931369
cell_5521,0.11479273400000001
cell_5522,0.12389748
cell_5523,0.14558529999999997
cell_5524,0.14809763
cell_5525,0.06536082
cell_5526,0.014410721000000001
cell_5527,0.010549823
cell_5528,0.012780202
cell_5529,0.016691552
cell_5530,0.022377921000000002
cell_5531,0.019712873
cell_5532,0.032474812
cell_5533,0.034792277999999996
cell_5534,0.034550995
cell_5535,0.023399272999999998
cell_5536,0.01732903
cell_5537,0.010559217
cell_5538,0.013322337
cell_5539,0.011194249
cell_5540,0.019491663
cell_5541,0.020257136000000002
cell_5542,0.02187052
cell_5543,0.023384232
cell_5544,0.022927495
cell_5545,0.10687239
cell_5546,0.10351619
cell_5547,0.10171725599999999
cell_5548,0.10534672
cell_5549,0.090591595
cell_5550,0.08763282
cell_5551,0.07496319
cell_5552,0.08235271
cell_5553,0.072330676
cell_5554,0.065766305
cell_5555,0.088408686
cell_5556,0.08934868
cell_5557,0.089732446
cell_5558,0.097171605
cell_5559,0.09694098
cell_5560,0.11687915
cell_5561,0.12694949
cell_5562,0.14256259999999998
cell_5563,0.15091406
cell_5564,0.1538999
cell_5565,0.14965554
cell_5566,0.020108178
cell_5567,0.023733636000000002
cell_5568,0.02174439
cell_5569,0.022907106
cell_5570,0.024500476
cell_5571,0.026101947
cell_5572,0.02642765
cell_5573,0.028414843999999998
cell_5574,0.032623574
cell_5575,0.033652015
cell_5576,0.03335058
cell_5577,0.016079966
cell_5578,0.020689812
cell_5579,0.026467996
cell_5580,0.031967424
cell_5581,0.035950556
cell_5582,0.041074976
cell_5583,0.04421431
cell_5584,0.044420693
cell_5585,0.045479
cell_5586,0.039821476
cell_5587,0.038481113
cell_5588,0.037265192999999995
cell_5589,0.03330581
cell_5590,0.030266274
cell_5591,0.04574249
cell_5592,0.046879977
cell_5593,0.050416447
cell_5594,0.04970438
cell_5595,0.04930816
cell_5596,0.10591255
cell_5597,0.10780177
cell_5598,0.1074808
cell_5599,0.10670843
cell_5600,0.10891455
cell_5601,0.10815902
cell_5602,0.112194896
cell_5603,0.11274066
cell_5604,0.113849275
cell_5605,0.111474
cell_5606,0.04647673
cell_5607,0.040857747
cell_5608,0.044634227
cell_5609,0.058355857000000004
cell_5610,0.074231185
cell_5611,0.085056484
cell_5612,0.08867855
cell_5613,0.103199124
cell_5614,0.12488642
cell_5615,0.12410751
cell_5616,0.05668408
cell_5617,0.056929078
cell_5618,0.058752507
cell_5619,0.06626229
cell_5620,0.07862243
cell_5621,0.08679583
cell_5622,0.09912365
cell_5623,0.108990185
cell_5624,0.10169157
cell_5625,0.11006078
cell_5626,0.09962612400000001
cell_5627,0.098655164
cell_5628,0.099106714
cell_5629,0.09699953
cell_5630,0.09801789
cell_5631,0.10785873
cell_5632,0.097367436
cell_5633,0.101993
cell_5634,0.11554638
cell_5635,0.10805842
cell_5636,0.10054855
cell_5637,0.09220877
cell_5638,0.08262981
cell_5639,0.07604251
cell_5640,0.062593475
cell_5641,0.053753313
cell_5642,0.03568327
cell_5643,0.029668946
cell_5644,0.00987062
cell_5645,0.009375359
cell_5646,0.07931289999999999
cell_5647,0.08075461
cell_5648,0.08211227
cell_5649,0.07142537
cell_5650,0.071378775
cell_5651,0.063643105
cell_5652,0.05546466
cell_5653,0.05225168
cell_5654,0.05107546
cell_5655,0.049133293
cell_5656,0.13774247
cell_5657,0.14042693
cell_5658,0.13720915
cell_5659,0.14582315
cell_5660,0.15021046
cell_5661,0.14057261
cell_5662,0.14924094
cell_5663,0.13918856
cell_5664,0.14758731
cell_5665,0.14201531
cell_5666,0.14086635
cell_5667,0.036029883
cell_5668,0.036029946
cell_5669,0.03730741
cell_5670,0.03493494
cell_5671,0.037873500000000004
cell_5672,0.036156204
cell_5673,0.036615852000000004
cell_5674,0.041665282000000005
cell_5675,0.04014657
cell_5676,0.039055772
cell_5677,0.028590504
cell_5678,0.01926323
cell_5679,0.032855157
cell_5680,0.042498097
cell_5681,0.065063946
cell_5682,0.077572994
cell_5683,0.09849712
cell_5684,0.10443921
cell_5685,0.11223849
cell_5686,0.13403666
cell_5687,0.14238767
cell_5688,0.12623172
cell_5689,0.10178716
cell_5690,0.081975035
cell_5691,0.05233909
cell_5692,0.053909484
cell_5693,0.04003278
cell_5694,0.03403112
cell_5695,0.033961017
cell_5696,0.03463609
cell_5697,0.12477588
cell_5698,0.13503058
cell_5699,0.12702593
cell_5700,0.13532805
cell_5701,0.12147965
cell_5702,0.12451561
cell_5703,0.13979398
cell_5704,0.14455327
cell_5705,0.13281003
cell_5706,0.14254260000000002
cell_5707,0.05681228
cell_5708,0.05972639
cell_5709,0.065929435
cell_5710,0.06857399
cell_5711,0.07345707
cell_5712,0.076642744
cell_5713,0.07557585
cell_5714,0.08260702
cell_5715,0.08002093
cell_5716,0.055479318
cell_5717,0.05129109999999999
cell_5718,0.057073757
cell_5719,0.05942263
cell_5720,0.06329608
cell_5721,0.06463291
cell_5722,0.06648158
cell_5723,0.06705604
cell_5724,0.06626417
cell_5725,0.06477951
cell_5726,0.06381078
cell_5727,0.02344312
cell_5728,0.027968764
cell_5729,0.033808034
cell_5730,0.042694222000000004
cell_5731,0.04401248
cell_5732,0.05363219599999999
cell_5733,0.06567716
cell_5734,0.06854838
cell_5735,0.069565214
cell_5736,0.06981986
cell_5737,0.12060080000000001
cell_5738,0.12221233
cell_5739,0.112779185
cell_5740,0.11625201
cell_5741,0.10488008
cell_5742,0.10538610000000001
cell_5743,0.10238889
cell_5744,0.10608072
cell_5745,0.104897685
cell_5746,0.108253
cell_5747,0.062416933
cell_5748,0.06696497
cell_5749,0.07732735
cell_5750,0.08232726
cell_5751,0.09696743
cell_5752,0.10106351
cell_5753,0.119770385
cell_5754,0.12632243
cell_5755,0.116059065
cell_5756,0.121577226
cell_5757,0.13987356
cell_5758,0.14757684
cell_5759,0.14253058
cell_5760,0.1377756
cell_5761,0.13163976
cell_5762,0.1206781
cell_5763,0.10201271599999999
cell_5764,0.109137475
cell_5765,0.10133898
cell_5766,0.09472221
cell_5767,0.07465233
cell_5768,0.09788844
cell_5769,0.10144696
cell_5770,0.10583197
cell_5771,0.11619417
cell_5772,0.12593555
cell_5773,0.120803736
cell_5774,0.12968326
cell_5775,0.13801287
cell_5776,0.1370124
cell_5777,0.13178098
cell_5778,0.09311356400000001
cell_5779,0.09438143
cell_5780,0.09199978
cell_5781,0.08307805
cell_5782,0.075080514
cell_5783,0.067423455
cell_5784,0.06020482
cell_5785,0.05635032
cell_5786,0.05412630400000001
cell_5787,0.05252472
cell_5788,0.13597123
cell_5789,0.13913712
cell_5790,0.12980744
cell_5791,0.12983544
cell_5792,0.12750034
cell_5793,0.12355685
cell_5794,0.12679315
cell_5795,0.13610207
cell_5796,0.13264598
cell_5797,0.12974715
cell_5798,0.052070353
cell_5799,0.054907355
cell_5800,0.053598177000000004
cell_5801,0.05809046
cell_5802,0.045836587000000005
cell_5803,0.055872824
cell_5804,0.049166672
cell_5805,0.04292602
cell_5806,0.050466027000000004
cell_5807,0.039096292000000005
cell_5808,0.030045792
cell_5809,0.040276166
cell_5810,0.04087321
cell_5811,0.03652118
cell_5812,0.031272355
cell_5813,0.030184906
cell_5814,0.038792852
cell_5815,0.05365439
cell_5816,0.045027062
cell_5817,0.056157215999999996
cell_5818,0.05412709
cell_5819,0.04819939
cell_5820,0.04241613
cell_5821,0.017668579
cell_5822,0.012989816999999999
cell_5823,0.010761479
cell_5824,0.011298549
cell_5825,0.01564934
cell_5826,0.027045645
cell_5827,0.033733572999999996
cell_5828,0.11066058
cell_5829,0.11106088
cell_5830,0.10951174
cell_5831,0.10114624
cell_5832,0.09914351
cell_5833,0.09823984
cell_5834,0.0948361
cell_5835,0.0978579
cell_5836,0.09395548
cell_5837,0.09586917
cell_5838,0.037905917000000004
cell_5839,0.03492896
cell_5840,0.0364896
cell_5841,0.038774543
cell_5842,0.060135596
cell_5843,0.06302307
cell_5844,0.080739506
cell_5845,0.10036915
cell_5846,0.10208146
cell_5847,0.10064937
cell_5848,0.16956213
cell_5849,0.17926471
cell_5850,0.11623484
cell_5851,0.111629486
cell_5852,0.10419502
cell_5853,0.102763906
cell_5854,0.09477197
cell_5855,0.09344478
cell_5856,0.09609938
cell_5857,0.09342163
cell_5858,0.11217112
cell_5859,0.10817334
cell_5860,0.10276918
cell_5861,0.10135381
cell_5862,0.099197336
cell_5863,0.09315905
cell_5864,0.08905800400000001
cell_5865,0.07395488
cell_5866,0.06782809
cell_5867,0.05694521
cell_5868,0.05326223
cell_5869,0.1210531
cell_5870,0.11481277
cell_5871,0.113968246
cell_5872,0.10632169
cell_5873,0.10633147
cell_5874,0.09437117
cell_5875,0.08884273
cell_5876,0.09065837
cell_5877,0.08851880599999999
cell_5878,0.083761744
cell_5879,0.09579773
cell_5880,0.090667255
cell_5881,0.07017539
cell_5882,0.07041766
cell_5883,0.07255642
cell_5884,0.07497402
cell_5885,0.07841704
cell_5886,0.07860376
cell_5887,0.07867976
cell_5888,0.08079745
cell_5889,0.03306524
cell_5890,0.035285667
cell_5891,0.028106306
cell_5892,0.049494515999999995
cell_5893,0.056614973
cell_5894,0.06468241
cell_5895,0.068143524
cell_5896,0.07390381
cell_5897,0.075547285
cell_5898,0.07947831
cell_5899,0.10680697
cell_5900,0.096138865
cell_5901,0.08933627599999999
cell_5902,0.09124741
cell_5903,0.0973243
cell_5904,0.09655029
cell_5905,0.09908288
cell_5906,0.100498214
cell_5907,0.10174534
cell_5908,0.10140266
cell_5909,0.05857339
cell_5910,0.060612900000000004
cell_5911,0.055985852999999995
cell_5912,0.041055284
cell_5913,0.044500023
cell_5914,0.041952513
cell_5915,0.03996248
cell_5916,0.04207394
cell_5917,0.03893799
cell_5918,0.041642275
cell_5919,0.117087774
cell_5920,0.11938494
cell_5921,0.12189286
cell_5922,0.12402194
cell_5923,0.12181176
cell_5924,0.122110926
cell_5925,0.11395681
cell_5926,0.11453209
cell_5927,0.11321801
cell_5928,0.10702096
cell_5929,0.006029874
cell_5930,0.006477719
cell_5931,0.006704729
cell_5932,0.00465208
cell_5933,0.008516394
cell_5934,0.0072712866
cell_5935,0.0062324423
cell_5936,0.013377541000000001
cell_5937,0.014657485
cell_5938,0.014076158
cell_5939,0.07399856
cell_5940,0.07118795
cell_5941,0.059992975999999996
cell_5942,0.05817101
cell_5943,0.040730037000000004
cell_5944,0.026618004
cell_5945,0.025082156
cell_5946,0.021541772
cell_5947,0.018226076
cell_5948,0.023342086
cell_5949,0.11458877
cell_5950,0.119146876
cell_5951,0.11773162
cell_5952,0.12120293
cell_5953,0.118822865
cell_5954,0.11442218
cell_5955,0.10725602
cell_5956,0.095489115
cell_5957,0.06717757
cell_5958,0.06508163
cell_5959,0.12858662
cell_5960,0.12544458
cell_5961,0.14649221
cell_5962,0.12065966
cell_5963,0.14661822
cell_5964,0.13229068
cell_5965,0.12154014
cell_5966,0.11703357
cell_5967,0.12418226
cell_5968,0.11849768
cell_5969,0.12078980000000002
cell_5970,0.019702857
cell_5971,0.02082195
cell_5972,0.020149475
cell_5973,0.020645738
cell_5974,0.010920696
cell_5975,0.016762039
cell_5976,0.0108747175
cell_5977,0.011854057
cell_5978,0.013730899999999999
cell_5979,0.009958359
cell_5980,0.028895683999999998
cell_5981,0.035665996
cell_5982,0.037586222999999995
cell_5983,0.038214505
cell_5984,0.03895708
cell_5985,0.040245737999999996
cell_5986,0.04067507
cell_5987,0.04589015
cell_5988,0.049005757999999996
cell_5989,0.046929467
cell_5990,0.12949859
cell_5991,0.1128387
cell_5992,0.1256685
cell_5993,0.118407674
cell_5994,0.11911359
cell_5995,0.11516419
cell_5996,0.1123682
cell_5997,0.11916669999999999
cell_5998,0.11469712
cell_5999,0.11191952
cell_6000,0.072327234
cell_6001,0.06385763
cell_6002,0.057361215
cell_6003,0.049506817
cell_6004,0.03296393
cell_6005,0.028834013
cell_6006,0.025962937999999998
cell_6007,0.01779806
cell_6008,0.0137326615
cell_6009,0.010726562
cell_6010,0.09728809
cell_6011,0.09362682
cell_6012,0.077482045
cell_6013,0.05278208
cell_6014,0.04843935
cell_6015,0.043158102999999996
cell_6016,0.03887857
cell_6017,0.032887377
cell_6018,0.026277091000000002
cell_6019,0.025531547
cell_6020,0.12832013
cell_6021,0.11751951
cell_6022,0.12899657
cell_6023,0.11830095
cell_6024,0.10838326
cell_6025,0.10520533
cell_6026,0.07733995
cell_6027,0.09643097
cell_6028,0.10147625
cell_6029,0.09062011
cell_6030,0.08222819
cell_6031,0.080151364
cell_6032,0.07358955
cell_6033,0.060639035
cell_6034,0.059203293
cell_6035,0.060718972
cell_6036,0.06284829
cell_6037,0.05850725
cell_6038,0.056245647
cell_6039,0.052186564000000005
cell_6040,0.064023905
cell_6041,0.06473380000000001
cell_6042,0.06713536
cell_6043,0.06949713
cell_6044,0.07472435
cell_6045,0.07789208
cell_6046,0.07562004
cell_6047,0.089070104
cell_6048,0.09088312
cell_6049,0.09164138
cell_6050,0.12528764
cell_6051,0.12079067
cell_6052,0.123317875
cell_6053,0.10530403
cell_6054,0.100024596
cell_6055,0.09074965
cell_6056,0.09240862
cell_6057,0.08134132599999999
cell_6058,0.07522447
cell_6059,0.07983982
cell_6060,0.12382142
cell_6061,0.119256094
cell_6062,0.110633396
cell_6063,0.11777534
cell_6064,0.11613667
cell_6065,0.12306783
cell_6066,0.12190714
cell_6067,0.11849043
cell_6068,0.12178088
cell_6069,0.12527516
cell_6070,0.12572260000000002
cell_6071,0.064076066
cell_6072,0.061427746
cell_6073,0.059909500000000004
cell_6074,0.052510872
cell_6075,0.04628846
cell_6076,0.040784176
cell_6077,0.035711933
cell_6078,0.031116663
cell_6079,0.023742477999999997
cell_6080,0.016662893999999998
cell_6081,0.08804919
cell_6082,0.07946875
cell_6083,0.07768326
cell_6084,0.07227347
cell_6085,0.06820001
cell_6086,0.06320484
cell_6087,0.061850913
cell_6088,0.05899748
cell_6089,0.054326757999999996
cell_6090,0.055064737999999995
cell_6091,0.09305479
cell_6092,0.09531254
cell_6093,0.09489008
cell_6094,0.10160945
cell_6095,0.10044814
cell_6096,0.09787474
cell_6097,0.103667416
cell_6098,0.10134115
cell_6099,0.10793223
cell_6100,0.09870138
cell_6101,0.084363945
cell_6102,0.078948945
cell_6103,0.076506175
cell_6104,0.07133607
cell_6105,0.06811843
cell_6106,0.06522524
cell_6107,0.05333985
cell_6108,0.04924923
cell_6109,0.04344993
cell_6110,0.035597596
cell_6111,0.15357219
cell_6112,0.15248698
cell_6113,0.12535557
cell_6114,0.12623931
cell_6115,0.13670935
cell_6116,0.11191541
cell_6117,0.112918876
cell_6118,0.10262531
cell_6119,0.09015217
cell_6120,0.066460304
cell_6121,0.10802867
cell_6122,0.118632816
cell_6123,0.09538903
cell_6124,0.097614095
cell_6125,0.09389383
cell_6126,0.08801412
cell_6127,0.071186185
cell_6128,0.07868478400000001
cell_6129,0.08203451
cell_6130,0.07801376
cell_6131,0.06380181
cell_6132,0.063145
cell_6133,0.06575242
cell_6134,0.06441574
cell_6135,0.06912565
cell_6136,0.06532881
cell_6137,0.067832835
cell_6138,0.059358325
cell_6139,0.06329103
cell_6140,0.06585402
cell_6141,0.06914318
cell_6142,0.06484359
cell_6143,0.06448427
cell_6144,0.06570504
cell_6145,0.07287434
cell_6146,0.07666559
cell_6147,0.08228497
cell_6148,0.09433173
cell_6149,0.09447481
cell_6150,0.10080587
cell_6151,inf
cell_6152,inf
cell_6153,inf
cell_6154,inf
cell_6155,inf
cell_6156,inf
cell_6157,inf
cell_6158,inf
cell_6159,inf
cell_6160,inf
cell_6161,0.05256011
cell_6162,0.052746615999999996
cell_6163,0.05969422
cell_6164,0.07146771
cell_6165,0.07670177
cell_6166,0.08445679
cell_6167,0.11661692
cell_6168,0.1214776
cell_6169,0.12876728
cell_6170,0.11627517
cell_6171,0.12458019999999999
cell_6172,0.06793281
cell_6173,0.0698686
cell_6174,0.06940385
cell_6175,0.072546855
cell_6176,0.079654835
cell_6177,0.08210744
cell_6178,0.08046744
cell_6179,0.08710007
cell_6180,0.09107037
cell_6181,0.09141854
cell_6182,0.094532855
cell_6183,0.07906508400000001
cell_6184,0.06656948
cell_6185,0.053600952
cell_6186,0.041315798
cell_6187,0.014451625
cell_6188,0.0160894
cell_6189,0.023285458
cell_6190,0.01695525
cell_6191,0.024484916000000002
cell_6192,0.07947222
cell_6193,0.071962565
cell_6194,0.057272848
cell_6195,0.06419702599999999
cell_6196,0.06425073
cell_6197,0.06533798
cell_6198,0.07591013
cell_6199,0.08519922
cell_6200,0.098117515
cell_6201,0.09297266
cell_6202,0.047997500000000005
cell_6203,0.042337067
cell_6204,0.03415998
cell_6205,0.021848448
cell_6206,0.016209153
cell_6207,0.011837115
cell_6208,0.0046861526
cell_6209,0.016849184
cell_6210,0.020507578000000002
cell_6211,0.021413062000000004
cell_6212,0.04637727
cell_6213,0.050300274000000006
cell_6214,0.05008049
cell_6215,0.052279245
cell_6216,0.054487325
cell_6217,0.06013532
cell_6218,0.06231594
cell_6219,0.07544047400000001
cell_6220,0.077252135
cell_6221,0.106700845
cell_6222,0.092875876
cell_6223,0.088802375
cell_6224,0.08026439
cell_6225,0.078277156
cell_6226,0.07521032
cell_6227,0.08089553599999999
cell_6228,0.07266301
cell_6229,0.088495255
cell_6230,0.089526534
cell_6231,0.08383332
cell_6232,0.15345901
cell_6233,0.14776395
cell_6234,0.1451719
cell_6235,0.13578576
cell_6236,0.11950632
cell_6237,0.11659009
cell_6238,0.10926911
cell_6239,0.12778352
cell_6240,0.11656248599999999
cell_6241,0.11846521
cell_6242,0.07385401
cell_6243,0.06625589999999999
cell_6244,0.05934672
cell_6245,0.05750055
cell_6246,0.06877287
cell_6247,0.06292021
cell_6248,0.06390766
cell_6249,0.07940314
cell_6250,0.07791134
cell_6251,0.090306446
cell_6252,0.048664168
cell_6253,0.051621743
cell_6254,0.05028372
cell_6255,0.044786445999999994
cell_6256,0.039286923
cell_6257,0.038429737
cell_6258,0.034865156
cell_6259,0.02895904
cell_6260,0.036947022999999996
cell_6261,0.03135634
cell_6262,0.014951168
cell_6263,0.009471849000000001
cell_6264,0.0050133658
cell_6265,0.005993116
cell_6266,0.011453343000000001
cell_6267,0.018781172
cell_6268,0.028563562999999997
cell_6269,0.030244932999999998
cell_6270,0.03370241
cell_6271,0.034689367
cell_6272,0.037487753
cell_6273,0.04040601
cell_6274,0.040892433
cell_6275,0.041097254
cell_6276,0.043829497
cell_6277,0.04599808
cell_6278,0.04679036
cell_6279,0.049956404
cell_6280,0.05199263
cell_6281,0.052295475999999994
cell_6282,0.055715404
cell_6283,0.06386080400000001
cell_6284,0.0506468
cell_6285,0.050116803
cell_6286,0.051011484
cell_6287,0.05055285599999999
cell_6288,0.055507943
cell_6289,0.058702162999999995
cell_6290,0.060643475999999995
cell_6291,0.06246291
cell_6292,0.06514865
cell_6293,0.040347826
cell_6294,0.04209841
cell_6295,0.04789238
cell_6296,0.059378217999999997
cell_6297,0.07390982
cell_6298,0.08359447
cell_6299,0.089150436
cell_6300,0.10910883
cell_6301,0.11635302
cell_6302,0.116539404
cell_6303,0.094339415
cell_6304,0.09646552
cell_6305,0.09694797
cell_6306,0.10127152
cell_6307,0.10549471
cell_6308,0.11244777
cell_6309,0.11639487
cell_6310,0.120212056
cell_6311,0.11942931
cell_6312,0.11733609
cell_6313,0.076030225
cell_6314,0.07822124
cell_6315,0.07704833
cell_6316,0.07681742
cell_6317,0.08483539999999999
cell_6318,0.08537372
cell_6319,0.0855589
cell_6320,0.089851305
cell_6321,0.093962066
